"","logFC","t","P.Value","adj.P.Val","B"
"20306",1.75667777705685,2.39718792804004,0.0310319403236211,0.0310319403236211,-3.609924105534
"17381",1.63473381963076,2.37975925593044,0.0320841941586042,0.0320841941586042,-3.63904216420231
"100705",-1.68676886384781,-2.37526414569898,0.0323610343454399,0.0323610343454399,-3.6465391721509
"14311",-2.01274085168255,-2.37370244043595,0.0324577447184989,0.0324577447184989,-3.64914254906809
"12768",1.3848300396666,2.3700693556991,0.032683790081912,0.032683790081912,-3.65519641601034
"16181",1.57663416888682,2.35969514955541,0.0333375085686176,0.0333375085686176,-3.67246360204148
"56619",1.7200622661459,2.33928684692011,0.034659854070117,0.034659854070117,-3.70634627356173
"13592",-1.28097746125401,-2.32502972952805,0.0356129302283771,0.0356129302283771,-3.72994788292758
"21926",1.42587129203865,2.31833273989891,0.0360691224432458,0.0360691224432458,-3.74101443973031
"17329",2.04361402112978,2.31335078462186,0.0364120635102597,0.0364120635102597,-3.74923865460333
"80885",1.30325776180233,2.3115431845212,0.0365372522125516,0.0365372522125516,-3.75222088090979
"12774",1.47292771086631,2.28719639307971,0.0382635057608546,0.0382635057608546,-3.79229633519847
"226691",1.21958163936479,2.26522017657966,0.0398873989342091,0.0398873989342091,-3.82831898369527
"269275",-1.33061251985278,-2.25346901012443,0.0407821100835484,0.0407821100835484,-3.8475210327477
"20311",1.40410592974032,2.23926646026399,0.0418886212357952,0.0418886212357952,-3.87067187880752
"232493",-1.50850626238586,-2.22745334396791,0.0428303631972866,0.0428303631972866,-3.88987970320626
"69165",-1.33755727024003,-2.22277610050876,0.0432086872902023,0.0432086872902023,-3.89747256087191
"14962",1.37793957051025,2.21576146985756,0.0437819438018212,0.0437819438018212,-3.90884673336249
"11754",-1.53944399026481,-2.20768311311301,0.044450947363488,0.044450947363488,-3.92192609508375
"19204",1.26016987216001,2.20517417237101,0.0446606616701383,0.0446606616701383,-3.92598392026209
"246727",1.33592531295388,2.18091322254658,0.0467367959405356,0.0467367959405356,-3.96511562198367
"14129",1.68893609202038,2.16758380258005,0.0479154464971357,0.0479154464971357,-3.98653181190429
